X_train,y_train
"[59514, 986, 7332, 37, 583, 583, 17856, 57, 11634, 4941, 13632, 0]","[59514, 986, 7332, 37, 583, 583, 17856, 59, 689, 20, 6, 9007, 22, 10929, 0]"
"[59514, 29176, 101, 176, 4, 1164, 6186, 32, 9439, 3, 0]","[59514, 258, 26001, 1248, 19, 4074, 6178, 43, 4991, 3, 0]"
"[59514, 2361, 75, 402, 2635, 26515, 50, 0]","[59514, 2361, 2889, 402, 2635, 26515, 50, 0]"
"[59514, 462, 23167, 850, 1597, 9499, 0]","[59514, 484, 5713, 16109, 43538, 25568, 532, 8270, 9, 0]"
"[59514, 37554, 9447, 0]","[59514, 2507, 21791, 16, 25584, 9, 0]"
"[59514, 40819, 483, 226, 50, 30349, 24, 33129, 16913, 28, 0]","[59514, 30349, 5, 402, 2635, 139, 483, 226, 50, 24, 7298, 10128, 75, 10606, 28, 0]"
"[59514, 5118, 34119, 142, 2758, 0]","[59514, 8140, 14, 6, 5316, 13941, 8625, 0]"
"[59514, 5118, 7407, 28265, 5560, 28960, 0]","[59514, 8140, 13, 641, 5, 1205, 2959, 5297, 738, 2154, 0]"
"[59514, 84, 1588, 5373, 37, 1231, 74, 301, 548, 0]","[59514, 14903, 402, 38492, 1231, 74, 301, 548, 0]"
"[59514, 402, 89, 75, 13259, 50, 258, 0]","[59514, 402, 89, 7101, 376, 50, 258, 0]"
"[59514, 2120, 3439, 75, 14676, 0]","[59514, 2120, 2874, 14676, 7529, 186, 114, 1098, 3, 4486, 122, 0]"
"[59514, 935, 23860, 114, 15, 12053, 7, 60, 122, 11254, 1361, 6, 9, 10384, 2, 4, 80, 243, 30349, 2, 19274, 25487, 2241, 3, 18996, 37, 26704, 13805, 11554, 3, 4012, 37, 583, 583, 162, 3, 33317, 8706, 1098, 3, 57, 309, 74, 33317, 74, 60, 122, 11254, 1361, 3878, 2609, 9, 817, 7259, 23466, 46, 46086, 7166, 7817, 5858, 50, 7060, 0]","[59514, 38467, 51, 38, 12053, 5, 8, 8856, 5, 60, 3284, 10944, 111, 2, 44, 95, 906, 9, 1624, 286, 21, 2197, 17, 652, 8232, 3, 16286, 46316, 51, 3818, 20083, 2, 11, 38, 3221, 72, 38, 466, 20923, 2323, 13, 5144, 5, 14410, 3, 14773, 402, 38492, 11017, 34734, 243, 13, 7706, 3, 1948, 10067, 40, 234, 24733, 7166, 7817, 5858, 3, 0]"
"[59514, 375, 514, 12, 14821, 98, 4, 2664, 48, 2000, 3, 0]","[59514, 34688, 5, 7324, 182, 16, 2664, 127, 1720, 3, 0]"
"[59514, 24, 1361, 1526, 11316, 28, 6442, 6536, 10642, 24, 259, 84, 6049, 6470, 0]","[59514, 24, 597, 1320, 6198, 28, 26305, 5, 6442, 5, 6104, 51, 24, 864, 84, 6049, 6470, 0]"
"[59514, 11477, 6186, 0]","[59514, 37507, 689, 0]"
"[59514, 375, 22332, 6467, 37, 0]","[59514, 20450, 27, 16666, 402, 38492, 0]"
"[59514, 13885, 0]","[59514, 26654, 0]"
"[59514, 19661, 10, 760, 4, 8033, 7, 338, 28521, 0]","[59514, 3453, 10698, 1405, 11, 14268, 8, 5607, 5, 9224, 22, 369, 657, 6587, 0]"
"[59514, 8564, 1078, 0]","[59514, 8564, 1078, 1802, 9313, 37, 1813, 3592, 12532, 5, 412, 6184, 0]"
"[59514, 3335, 0]","[59514, 3335, 18088, 3, 4486, 122, 0]"
"[59514, 15707, 26, 11892, 37, 0]","[59514, 7577, 5, 2099, 5, 4075, 8543, 402, 38492, 0]"
"[59514, 18241, 1193, 7, 1378, 0]","[59514, 11234, 5, 5689, 1444, 0]"
"[59514, 5918, 5415, 27346, 0]","[59514, 39433, 1547, 5, 22608, 1096, 5, 4553, 0]"
"[59514, 7489, 3559, 1686, 21173, 0]","[59514, 21173, 13, 21941, 0]"
"[59514, 46030, 139, 0]","[59514, 2851, 2613, 1547, 6, 4274, 352, 81, 6587, 25, 12532, 11370, 6951, 1072, 364, 81, 6587, 10, 12, 7106, 26, 32159, 8, 133, 1624, 9, 0]"
"[59514, 19335, 27485, 0]","[59514, 39433, 108, 16, 3239, 5, 41850, 0]"
"[59514, 5171, 1680, 5526, 33, 52, 14460, 111, 0]","[59514, 8140, 810, 16, 4288, 44, 70, 26041, 0]"
"[59514, 3689, 11949, 9, 37, 33981, 3482, 25475, 2, 1680, 1410, 4212, 2, 1680, 16494, 4293, 2, 1680, 24125, 35717, 235, 494, 2, 4286, 46607, 2805, 3594, 3, 0]","[59514, 14781, 40, 5891, 37, 137, 1064, 1935, 6804, 13, 4403, 2, 29211, 22, 384, 5, 863, 2, 29211, 5, 14, 6, 29180, 36, 8, 26284, 2, 29211, 13, 37111, 5, 3254, 62, 6, 489, 70, 1559, 2, 4023, 22, 2805, 13, 7061, 5819, 3, 0]"
"[59514, 35, 1249, 1437, 94, 118, 21502, 6779, 3, 0]","[59514, 19, 2428, 1249, 15, 90, 37309, 7352, 2, 0]"
"[59514, 402, 4203, 596, 3600, 8775, 110, 0]","[59514, 402, 49, 34004, 5, 828, 12147, 34662, 9, 110, 0]"
"[59514, 2907, 1031, 2, 4, 6682, 338, 280, 45, 7918, 2, 10, 205, 10, 6110, 30, 117, 5311, 2596, 12, 117, 3236, 2, 57, 487, 61, 2791, 1507, 3, 0]","[59514, 1533, 12516, 2, 19, 369, 20, 6, 7784, 6063, 283, 100, 11334, 2, 3909, 11, 36694, 36, 193, 3221, 470, 29, 88, 76, 19, 3117, 2672, 590, 2, 59, 470, 68, 6, 107, 76, 345, 9236, 3, 0]"
"[59514, 14077, 1588, 51, 0]","[59514, 14077, 1588, 51, 166, 1026, 18, 6965, 1611, 0]"
"[59514, 89, 75, 13259, 2846, 5090, 75, 2846, 3519, 0]","[59514, 89, 7101, 376, 2846, 5090, 75, 2846, 3519, 0]"
"[59514, 21240, 21, 20381, 101, 0]","[59514, 46998, 10856, 0]"
"[59514, 22110, 12, 1156, 5882, 0]","[59514, 8919, 17, 8, 12924, 3204, 0]"
"[59514, 4224, 51, 0]","[59514, 60, 4224, 2979, 5645, 3, 4486, 122, 0]"
"[59514, 23919, 0]","[59514, 16422, 139, 0]"
"[59514, 11701, 720, 5916, 12310, 0]","[59514, 11701, 2611, 7179, 22454, 6587, 1419, 186, 817, 511, 4600, 3638, 3, 4486, 122, 0]"
"[59514, 180, 3986, 3261, 778, 401, 150, 548, 37, 89, 1494, 50, 58, 142, 253, 1835, 18845, 84, 3519, 37, 84, 13880, 0]","[59514, 27415, 17272, 13168, 401, 150, 548, 37, 89, 1494, 50, 153, 42778, 416, 50, 84, 3519, 37, 84, 13880, 0]"
"[59514, 31323, 12570, 8658, 791, 6383, 54, 0]","[59514, 89, 23772, 16, 6117, 12570, 733, 13, 11847, 402, 29033, 54, 0]"
"[59514, 5118, 26, 471, 15675, 4, 365, 7, 10221, 9543, 4036, 0]","[59514, 8140, 27, 521, 3254, 19, 384, 5, 4036, 3552, 17965, 0]"
"[59514, 28259, 0]","[59514, 6485, 0]"
"[59514, 1231, 122, 0]","[59514, 1231, 35408, 75, 2153, 18, 14, 1244, 9, 0]"
"[59514, 14708, 186, 9680, 37313, 0]","[59514, 36561, 20, 6, 14708, 186, 9680, 0]"
"[59514, 258, 48260, 11391, 0]","[59514, 258, 48260, 10582, 970, 10010, 3, 4486, 122, 0]"
"[59514, 11278, 11928, 817, 40376, 817, 8886, 323, 28928, 142, 0]","[59514, 402, 41586, 15750, 431, 19479, 1202, 4155, 50, 402, 41586, 612, 108, 1564, 5157, 774, 19084, 50, 41586, 323, 4170, 11047, 612, 5569, 9, 1564, 50, 0]"
"[59514, 301, 111, 37, 1017, 17314, 24, 45189, 28, 0]","[59514, 301, 111, 402, 38492, 3254, 4006, 24, 12946, 28, 0]"
"[59514, 35, 8540, 49, 23723, 13847, 0]","[59514, 87, 6, 31017, 49, 23723, 5, 8198, 0]"
"[59514, 43783, 7528, 1288, 587, 0]","[59514, 15479, 139, 8, 466, 5, 14, 6, 1934, 5, 14, 6, 10856, 0]"
"[59514, 35979, 14037, 0]","[59514, 45753, 5, 8, 1770, 2114, 0]"
"[59514, 1625, 1682, 6303, 7506, 0]","[59514, 40, 49, 24938, 0]"
"[59514, 87, 34805, 30165, 0]","[59514, 87, 93, 2251, 3730, 19990, 6935, 817, 2203, 4155, 4977, 3, 4486, 122, 0]"
"[59514, 31780, 2758, 0]","[59514, 14283, 5, 14, 6, 2758, 0]"
"[59514, 6566, 10160, 0]","[59514, 6566, 265, 265, 0]"
"[59514, 160, 32, 15, 1317, 7, 494, 526, 3261, 136, 85, 86, 45, 3529, 30, 3230, 3, 616, 52, 246, 3765, 26, 22228, 2, 48, 55, 1566, 34901, 218, 136, 3, 0]","[59514, 4111, 38, 1107, 5, 136, 526, 3261, 1559, 44, 814, 23056, 17, 8, 434, 3, 793, 76, 70, 40879, 9, 29, 40, 28119, 2, 527, 88, 76, 1069, 53, 34018, 129, 136, 3, 0]"
"[59514, 9673, 4840, 309, 158, 142, 1974, 323, 26368, 6467, 0]","[59514, 19272, 8, 3745, 5, 22, 5634, 4840, 9359, 142, 1974, 323, 0]"
"[59514, 25820, 685, 7, 4, 8995, 5762, 1134, 4, 5747, 3, 0]","[59514, 11765, 186, 5, 14, 6, 36254, 3546, 22, 18899, 3, 0]"
"[59514, 945, 9259, 8891, 17865, 0]","[59514, 945, 9259, 8891, 17865, 0]"
"[59514, 7545, 5634, 9, 0]","[59514, 3002, 20011, 657, 6587, 0]"
"[59514, 35, 47, 4081, 7019, 114, 13847, 7217, 155, 200, 4, 46201, 9, 7, 77, 5709, 3, 0]","[59514, 87, 6, 31017, 11475, 19678, 12693, 88, 2043, 13, 641, 36, 16, 49, 44975, 9, 20, 6, 93, 4005, 3, 0]"
"[59514, 213, 115, 5487, 30, 77, 1462, 3280, 18, 4, 1317, 2, 10, 591, 15455, 4, 9668, 7, 4, 1863, 17693, 2, 3428, 46, 21104, 6204, 110, 3, 0]","[59514, 344, 1069, 20351, 36, 34, 4005, 8854, 31, 8, 1107, 13, 2258, 9, 36694, 114, 2, 3031, 19, 2023, 13, 1404, 5, 1470, 2, 1692, 20351, 36, 28393, 3, 0]"
"[59514, 1789, 5139, 15, 140, 21, 41761, 5976, 723, 26, 15, 3571, 15649, 36962, 3, 0]","[59514, 4366, 14134, 34, 325, 5976, 140, 8287, 27, 5695, 38, 486, 3571, 15649, 3, 0]"
"[59514, 488, 5793, 859, 4, 3420, 12, 2566, 4, 167, 668, 7, 4, 3819, 62, 3954, 23382, 9, 0]","[59514, 24251, 19, 15765, 0]"
"[59514, 443, 4, 8998, 3749, 4, 375, 2049, 57, 452, 3375, 7426, 4, 2673, 86, 73, 45, 1047, 48, 15, 608, 9136, 3, 0]","[59514, 350, 19, 15393, 4667, 8, 22325, 26404, 59, 184, 2, 113, 2673, 5, 783, 76, 439, 53, 5007, 31, 16, 4172, 9136, 9, 3, 0]"
"[59514, 402, 7821, 0]","[59514, 402, 32888, 0]"
"[59514, 6204, 16296, 37, 0]","[59514, 19125, 8, 15399, 402, 38492, 0]"
"[59514, 26746, 0]","[59514, 18369, 0]"
"[59514, 1989, 5310, 2097, 1437, 301, 548, 37, 301, 331, 0]","[59514, 34688, 5, 1578, 19, 2428, 301, 548, 402, 38492, 301, 331, 0]"
"[59514, 16184, 402, 542, 37, 0]","[59514, 402, 4193, 5, 3745, 402, 38492, 0]"
"[59514, 583, 368, 139, 74, 23713, 74, 14, 2811, 0]","[59514, 583, 368, 139, 74, 383, 190, 74, 14, 2811, 0]"
"[59514, 3651, 529, 0]","[59514, 3332, 19460, 0]"
"[59514, 7478, 4798, 9749, 5661, 309, 101, 0]","[59514, 29204, 5, 14, 6, 26143, 22, 767, 5, 5056, 0]"
"[59514, 1789, 5139, 4, 3006, 6268, 1437, 64, 85, 55, 165, 324, 12, 5591, 117, 46607, 3, 84, 11949, 6603, 94, 1016, 118, 2941, 46, 4, 5591, 20142, 3, 0]","[59514, 4366, 14134, 19, 2428, 540, 1866, 16664, 716, 7061, 5819, 3, 375, 12440, 40, 5891, 15, 754, 90, 7083, 40, 19, 5893, 20, 6, 5535, 3, 0]"
"[59514, 9857, 3343, 7979, 8364, 8551, 0]","[59514, 8364, 15542, 24804, 0]"
"[59514, 402, 38000, 685, 50, 33712, 0]","[59514, 87, 6, 21274, 5, 402, 2635, 10886, 50, 0]"
"[59514, 38304, 2118, 0]","[59514, 83, 2118, 13, 387, 107, 114, 0]"
"[59514, 42312, 7, 11020, 57, 10223, 0]","[59514, 26770, 5, 16550, 59, 11778, 3148, 63, 4662, 26, 51, 7630, 0]"
"[59514, 19673, 7, 21286, 1916, 9, 0]","[59514, 21566, 5, 153, 402, 29033, 14, 5244, 1916, 9, 402, 29033, 416, 0]"
"[59514, 8399, 0]","[59514, 8399, 0]"
"[59514, 40683, 12, 67, 34052, 24717, 0]","[59514, 87, 1705, 17, 120, 137, 2949, 1754, 0]"
"[59514, 35, 440, 2118, 52, 403, 12, 7528, 4, 42530, 19335, 34955, 2, 57, 12, 913, 402, 2635, 253, 10886, 50, 25, 9, 7528, 2092, 3, 0]","[59514, 83, 2118, 2040, 10816, 17, 906, 30603, 6094, 108, 59, 17, 9980, 19, 20004, 20, 6, 27740, 59, 17, 7127, 19, 2092, 20, 6, 18117, 5, 402, 2635, 253, 10886, 50, 3, 0]"
"[59514, 1121, 115, 47, 3255, 240, 9838, 25326, 12, 402, 15, 3284, 7494, 50, 54, 0]","[59514, 1511, 1692, 41, 1909, 6002, 1604, 5509, 30951, 17, 402, 15, 3284, 7494, 50, 402, 29033, 54, 0]"
"[59514, 251, 817, 226, 309, 14968, 259, 0]","[59514, 251, 817, 226, 309, 14968, 259, 0]"
"[59514, 1211, 3, 45761, 1211, 3, 2111, 483, 1211, 3, 20336, 817, 3124, 817, 468, 14915, 25218, 0]","[59514, 1211, 3, 20, 4869, 1211, 3, 20, 1637, 1211, 3, 20336, 817, 3124, 817, 550, 7032, 5821, 4033, 7200, 0]"
"[59514, 18679, 0]","[59514, 23188, 0]"
"[59514, 84, 20550, 0]","[59514, 87, 6, 40777, 8965, 9, 817, 18088, 21, 8280, 3, 4486, 122, 0]"
"[59514, 6509, 19915, 376, 4935, 6667, 1044, 3, 2341, 75, 376, 548, 1802, 1218, 9985, 3, 71, 0]","[59514, 6509, 19915, 376, 4935, 6667, 1044, 3, 383, 1024, 376, 548, 1802, 1218, 9985, 3, 71, 0]"
"[59514, 2665, 101, 13458, 110, 0]","[59514, 3722, 5, 14755, 4666, 110, 0]"
"[59514, 188, 3563, 263, 0]","[59514, 188, 3563, 1054, 13802, 817, 12522, 9, 3, 4486, 122, 0]"
"[59514, 560, 32, 15, 1532, 2805, 494, 18, 903, 6, 9, 1527, 2092, 2, 22597, 46, 15, 349, 22635, 9319, 5487, 4, 12157, 19924, 111, 9499, 57, 4, 903, 6, 9, 2045, 3, 35, 2805, 1966, 28521, 324, 23919, 2, 23982, 2, 20875, 51, 2, 28944, 10, 126, 2, 147, 3674, 3, 4188, 7, 4, 28521, 52, 121, 520, 18, 4, 7378, 3758, 2, 4465, 19335, 3, 5918, 5686, 47009, 9, 52, 121, 494, 26, 218, 28521, 3, 2010, 7, 4, 28521, 52, 246, 494, 26, 588, 1184, 7, 19924, 11609, 4378, 3, 0]","[59514, 60, 2092, 3125, 2723, 20, 6, 93, 2805, 41242, 3, 344, 1069, 14, 6, 36783, 40, 34, 24608, 297, 5, 8, 15527, 36, 14, 6, 12039, 15610, 59, 8, 2045, 22, 4735, 3, 60, 2805, 1755, 13, 9224, 127, 16422, 139, 2, 37940, 139, 2, 12944, 108, 2, 24251, 11, 20, 6, 362, 2, 65, 8158, 3, 10945, 5, 129, 9224, 70, 231, 7026, 31, 8, 11831, 5, 2805, 9, 2, 31, 19, 2805, 28155, 3, 582, 27838, 9, 25580, 9, 70, 231, 1559, 27, 129, 9224, 3, 7510, 5, 129, 9224, 76, 70, 1559, 29, 27, 693, 542, 20, 6, 13635, 3, 0]"
"[59514, 385, 2611, 133, 263, 0]","[59514, 385, 2611, 133, 4932, 27595, 226, 3148, 817, 1662, 15651, 9, 3, 4486, 122, 0]"
"[59514, 1951, 226, 4841, 7, 3059, 0]","[59514, 1951, 226, 6133, 5, 2281, 0]"
"[59514, 7955, 21593, 19021, 1744, 7955, 21593, 0]","[59514, 19265, 36263, 108, 19, 3254, 0]"
"[59514, 1620, 2255, 7, 4, 402, 2635, 111, 122, 50, 1459, 52, 11793, 46, 4, 10234, 2, 10, 17730, 199, 4, 1175, 7, 4, 24559, 50, 359, 9723, 3, 27315, 32, 3469, 12, 713, 402, 2635, 111, 122, 50, 10, 317, 3455, 31249, 4, 1018, 48, 409, 48, 4, 5277, 7, 4, 10234, 52, 3425, 3, 0]","[59514, 83, 209, 20, 6, 3996, 9, 27, 19, 1542, 22, 1459, 5, 402, 2635, 111, 122, 50, 16929, 56, 1256, 4248, 11, 92, 43, 2602, 56, 1669, 5, 8, 2032, 24559, 50, 41561, 3, 18774, 43, 2671, 20, 6, 11459, 13, 2406, 17, 402, 2635, 111, 122, 50, 11, 5, 16, 317, 3455, 9809, 108, 712, 29, 16, 6055, 13, 4248, 70, 10752, 3, 0]"
"[59514, 13331, 3280, 26, 67, 1631, 0]","[59514, 134, 36045, 14, 6, 2133, 27, 120, 1918, 0]"
"[59514, 556, 9601, 300, 0]","[59514, 556, 1291, 300, 0]"
"[59514, 2646, 187, 13339, 334, 0]","[59514, 23188, 5, 187, 2734, 0]"
"[59514, 7258, 7700, 0]","[59514, 14063, 18066, 51, 0]"
"[59514, 443, 55, 3073, 402, 2635, 511, 50, 30, 402, 13606, 50, 196, 32, 15, 402, 2635, 23717, 50, 5893, 12, 2097, 57, 15455, 6442, 4004, 26, 15, 402, 13606, 50, 30999, 3, 160, 1068, 22236, 3847, 32, 6077, 42, 30999, 9, 2110, 12, 10118, 3, 0]","[59514, 350, 88, 11390, 265, 402, 2635, 511, 50, 266, 402, 13606, 50, 2, 92, 1969, 34, 5893, 27, 19, 402, 858, 4499, 24819, 11647, 50, 44, 88, 4143, 5, 1578, 59, 3031, 16, 4027, 5, 6442, 22, 20010, 402, 13606, 50, 3, 2916, 5987, 5, 6442, 43, 6077, 72, 16, 44023, 18720, 17, 8, 1226, 10118, 3, 0]"
"[59514, 1056, 0]","[59514, 7424, 0]"
"[59514, 43891, 208, 5952, 0]","[59514, 32800, 108, 31, 19, 2438, 5, 3313, 0]"
"[59514, 3689, 37292, 3847, 1438, 0]","[59514, 8140, 19, 230, 5, 11045, 0]"
"[59514, 13941, 323, 41, 2337, 0]","[59514, 135, 23423, 41, 7215, 142, 3954, 222, 489, 0]"
"[59514, 4534, 10207, 0]","[59514, 17989, 5, 5904, 0]"
"[59514, 26618, 1226, 365, 110, 0]","[59514, 23992, 22, 2387, 5, 1226, 23, 320, 110, 0]"
"[59514, 27463, 3, 0]","[59514, 26053, 3, 0]"
"[59514, 7733, 29005, 1286, 7986, 16773, 0]","[59514, 16286, 7986, 4035, 37797, 0]"
"[59514, 10878, 1506, 111, 0]","[59514, 10878, 1506, 111, 3974, 2161, 7850, 3, 4486, 122, 0]"
"[59514, 44930, 4, 7276, 32, 276, 21, 30650, 22044, 0]","[59514, 36761, 108, 29, 14, 6, 2133, 43, 22, 22044, 4033, 0]"
"[59514, 5082, 43064, 0]","[59514, 5082, 21, 2592, 274, 1819, 0]"
"[59514, 10730, 646, 0]","[59514, 17207, 178, 5748, 93, 2, 49, 15185, 442, 0]"
"[59514, 27631, 25, 3878, 548, 25, 0]","[59514, 14903, 5, 153, 402, 29033, 301, 548, 402, 29033, 416, 0]"
"[59514, 160, 1437, 664, 73, 4580, 12, 45, 15, 6647, 660, 11165, 51, 14183, 28106, 3, 0]","[59514, 335, 2428, 76, 2349, 53, 100, 38, 49, 36374, 12068, 27791, 14183, 12679, 3, 0]"
"[59514, 1277, 22958, 9, 15, 545, 7, 13856, 9, 46, 85, 471, 20656, 1288, 7, 4, 7534, 1392, 32, 32822, 0]","[59514, 1277, 10309, 1651, 607, 9, 37, 38, 2016, 5, 30973, 40, 2925, 521, 4483, 17010, 114, 18496, 5, 8, 7534, 1392, 43, 24028, 0]"
"[59514, 17921, 13362, 9, 0]","[59514, 13362, 9, 26775, 0]"
"[59514, 47591, 9, 0]","[59514, 27943, 40, 5891, 0]"
"[59514, 11157, 15, 191, 6379, 5990, 0]","[59514, 12739, 38, 784, 4330, 5, 2598, 0]"
"[59514, 13241, 49333, 986, 4652, 1147, 5767, 6284, 0]","[59514, 9251, 1537, 2414, 5, 13241, 49333, 986, 4652, 13575, 337, 817, 2833, 158, 63, 3, 4486, 122, 0]"
"[59514, 6809, 25218, 18, 32382, 26226, 0]","[59514, 33355, 2758, 31, 19, 9904, 9294, 6429, 0]"
"[59514, 35, 402, 225, 883, 50, 28402, 0]","[59514, 9834, 22, 402, 225, 883, 50, 0]"
"[59514, 402, 14723, 18672, 13336, 0]","[59514, 402, 9834, 5, 14723, 18672, 0]"
"[59514, 42213, 4229, 0]","[59514, 236, 63, 10128, 4229, 166, 1026, 18, 49, 34148, 5817, 0]"
"[59514, 11016, 11157, 139, 0]","[59514, 135, 22465, 5, 4330, 0]"
"[59514, 41659, 3372, 5569, 0]","[59514, 3372, 5569, 13, 3693, 0]"
"[59514, 304, 1002, 0]","[59514, 304, 1002, 0]"
"[59514, 21737, 14731, 19120, 0]","[59514, 19243, 22965, 657, 6587, 0]"
"[59514, 28524, 6186, 0]","[59514, 6178, 22, 4179, 0]"
"[59514, 11123, 15, 12, 139, 5447, 0]","[59514, 11238, 34, 43071, 0]"
"[59514, 9232, 34618, 0]","[59514, 9037, 0]"
"[59514, 258, 29578, 10445, 401, 23887, 4955, 50, 4631, 2494, 9, 109, 14205, 0]","[59514, 11278, 41068, 10445, 401, 24780, 4955, 50, 4631, 9390, 937, 3079, 0]"
"[59514, 43596, 0]","[59514, 87, 17067, 0]"
"[59514, 15311, 9077, 13672, 226, 483, 39224, 561, 1010, 1529, 67, 1863, 4450, 4, 29382, 19665, 9918, 37, 67, 6467, 2460, 117, 1863, 19665, 3, 0]","[59514, 15311, 9077, 13672, 226, 483, 39224, 948, 6, 20392, 23, 14197, 66, 1470, 164, 11098, 6935, 2651, 9918, 402, 38492, 120, 3745, 1382, 193, 1470, 23, 14197, 3, 0]"
"[59514, 233, 0]","[59514, 233, 0]"
"[59514, 13092, 1588, 3002, 51, 6464, 0]","[59514, 13092, 1588, 3002, 51, 6464, 0]"
"[59514, 660, 5303, 8963, 24132, 0]","[59514, 660, 17854, 56, 8668, 22, 4074, 40, 5891, 0]"
"[59514, 28944, 12595, 5719, 0]","[59514, 46594, 5, 8, 8856, 5, 1199, 21332, 0]"
"[59514, 45451, 11285, 0]","[59514, 5833, 597, 16174, 29795, 13248, 0]"
"[59514, 35, 13662, 26498, 1252, 15, 19924, 111, 9499, 12, 7528, 25591, 1863, 3, 0]","[59514, 87, 6, 18235, 5, 1470, 4357, 34, 4005, 11430, 41993, 22, 1470, 26059, 3, 0]"
"[59514, 11769, 9, 15, 299, 10, 3876, 269, 1097, 4, 1482, 34265, 0]","[59514, 41369, 139, 38, 269, 341, 11, 3903, 23, 4068, 19, 28964, 7175, 0]"
"[59514, 7504, 529, 244, 101, 10, 2851, 12321, 101, 0]","[59514, 7504, 11037, 108, 11, 35750, 0]"
"[59514, 18241, 26354, 1482, 195, 37, 0]","[59514, 22279, 20, 6, 2287, 1444, 36, 19, 1826, 402, 38492, 0]"
"[59514, 402, 12406, 50, 0]","[59514, 17176, 0]"
"[59514, 39728, 0]","[59514, 385, 19017, 12835, 5967, 13600, 9, 3, 4486, 122, 0]"
"[59514, 15781, 0]","[59514, 30349, 9664, 0]"
"[59514, 5446, 3227, 0]","[59514, 5446, 5300, 4170, 500, 3, 4486, 122, 0]"
"[59514, 31323, 44224, 0]","[59514, 402, 8140, 0]"
"[59514, 15394, 111, 0]","[59514, 660, 9712, 0]"
"[59514, 31673, 9913, 3321, 16999, 114, 0]","[59514, 6139, 16999, 114, 27, 19, 1042, 20, 6, 93, 2025, 9591, 0]"
"[59514, 37483, 15834, 51, 37, 98, 4, 2720, 79, 4, 476, 5990, 3, 213, 115, 713, 4, 11949, 5990, 46, 18718, 37313, 1648, 16036, 402, 2635, 253, 265, 3347, 50, 110, 10, 1124, 12, 4, 11016, 9, 13847, 3, 0]","[59514, 469, 4330, 402, 38492, 182, 16, 1224, 91, 8, 223, 4330, 3, 344, 1069, 4569, 8, 4330, 40, 5891, 23, 17251, 30349, 1648, 16036, 139, 402, 2635, 253, 265, 3347, 50, 110, 1692, 23, 5381, 31, 14, 6, 31017, 12287, 9, 3, 0]"
"[59514, 7974, 4076, 5078, 8077, 0]","[59514, 7974, 4076, 5078, 8077, 0]"
"[59514, 12140, 0]","[59514, 9609, 0]"
"[59514, 41704, 0]","[59514, 12323, 0]"
"[59514, 28944, 4, 1017, 647, 0]","[59514, 24251, 34, 5775, 0]"
"[59514, 9086, 15, 45451, 0]","[59514, 37803, 34, 7061, 75, 0]"
"[59514, 5537, 7, 3689, 33716, 21893, 0]","[59514, 6708, 9, 13, 710, 5, 5726, 0]"
"[59514, 47, 4081, 15948, 0]","[59514, 47, 4081, 15948, 0]"
"[59514, 13676, 101, 12, 11601, 12, 11634, 58, 3878, 548, 149, 24, 3878, 4757, 42, 4118, 58, 3878, 602, 149, 10, 47, 4603, 4516, 8241, 58, 3878, 1002, 149, 110, 0]","[59514, 267, 607, 2444, 5, 8198, 39, 10929, 301, 548, 24, 3878, 6402, 72, 14, 6, 8543, 301, 602, 11, 14, 6, 7853, 4850, 142, 4516, 301, 1002, 110, 0]"
"[59514, 267, 31506, 0]","[59514, 267, 850, 381, 0]"
"[59514, 402, 13123, 3, 5571, 334, 15164, 50, 402, 13123, 3, 5571, 334, 15164, 3, 7829, 50, 0]","[59514, 402, 13123, 3, 5571, 334, 15164, 50, 402, 13123, 3, 5571, 334, 15164, 3, 7829, 50, 0]"
"[59514, 957, 33712, 31428, 0]","[59514, 238, 5350, 12240, 20200, 20, 6, 21274, 12649, 0]"
"[59514, 3020, 32, 15, 506, 12, 907, 176, 85, 402, 89, 10445, 142, 50, 921, 940, 2868, 196, 52, 30, 117, 338, 37, 0]","[59514, 4111, 34, 1003, 5, 1512, 16, 2868, 5, 10288, 36, 402, 89, 10445, 142, 50, 7283, 31, 193, 369, 402, 38492, 0]"
"[59514, 402, 2138, 3, 18724, 9, 50, 402, 17844, 3, 2824, 50, 0]","[59514, 402, 292, 101, 3, 18724, 9, 50, 402, 49, 746, 2251, 2559, 3, 2824, 50, 0]"
"[59514, 1392, 2846, 0]","[59514, 1392, 2846, 0]"
"[59514, 402, 30340, 47591, 9, 0]","[59514, 402, 40972, 56, 26305, 40, 5891, 0]"
"[59514, 6974, 11703, 47715, 6185, 0]","[59514, 6974, 11703, 6554, 265, 6185, 0]"
"[59514, 3592, 514, 3262, 38444, 0]","[59514, 25365, 36783, 3262, 111, 5253, 0]"
"[59514, 160, 1464, 1249, 32, 73, 1911, 12, 526, 15347, 6407, 6351, 3, 1789, 5139, 77, 2674, 1557, 3, 0]","[59514, 80, 1249, 13, 320, 81, 6, 82, 4147, 5, 526, 559, 133, 559, 27583, 3, 4366, 4094, 38, 2674, 777, 21, 3188, 3, 0]"
"[59514, 660, 25045, 75, 37, 0]","[59514, 660, 2816, 3284, 8234, 402, 38492, 0]"
"[59514, 35, 1344, 11370, 32, 2004, 11920, 3, 0]","[59514, 80, 1107, 5, 780, 43, 1698, 8287, 3, 0]"
